intervencion,radio_establecido_km,ubigeo_intervencion,distrito_intervencion_completo,ubigeo_vecino,distrito_vecino_completo,ranking,nombre_cultivo,freq_año_previo,freq_año_post
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040129,"JOSE LUIS BUSTAMANTE Y RIVERO (AREQUIPA, AREQUIPA)",3,chirimoyo,NA,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040129,"JOSE LUIS BUSTAMANTE Y RIVERO (AREQUIPA, AREQUIPA)",4,lechuga,NA,3
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040129,"JOSE LUIS BUSTAMANTE Y RIVERO (AREQUIPA, AREQUIPA)",5,lucumo,NA,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040508,"HUANCA (CAYLLOMA, AREQUIPA)",1,alfalfa,19,34
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040508,"HUANCA (CAYLLOMA, AREQUIPA)",2,maiz choclo,8,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040508,"HUANCA (CAYLLOMA, AREQUIPA)",3,ajo,NA,4
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040508,"HUANCA (CAYLLOMA, AREQUIPA)",4,arveja grano verde,NA,2
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040508,"HUANCA (CAYLLOMA, AREQUIPA)",5,haba grano verde,NA,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040511,"LLUTA (CAYLLOMA, AREQUIPA)",1,alfalfa,13,36
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040511,"LLUTA (CAYLLOMA, AREQUIPA)",2,maiz amilaceo,4,9
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040511,"LLUTA (CAYLLOMA, AREQUIPA)",3,papa nativa,3,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040511,"LLUTA (CAYLLOMA, AREQUIPA)",4,cebada forrajera,NA,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040511,"LLUTA (CAYLLOMA, AREQUIPA)",5,haba grano seco,NA,2
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040520,"MAJES (CAYLLOMA, AREQUIPA)",1,maiz chala,61,270
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040520,"MAJES (CAYLLOMA, AREQUIPA)",2,alfalfa,30,114
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040520,"MAJES (CAYLLOMA, AREQUIPA)",3,cebolla,24,61
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040520,"MAJES (CAYLLOMA, AREQUIPA)",4,papa blanca,15,109
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040520,"MAJES (CAYLLOMA, AREQUIPA)",5,naranjo,11,52
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040701,"MOLLENDO (ISLAY, AREQUIPA)",1,alfalfa,8,37
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040701,"MOLLENDO (ISLAY, AREQUIPA)",2,maiz chala,7,50
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040701,"MOLLENDO (ISLAY, AREQUIPA)",3,olivo,5,7
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040701,"MOLLENDO (ISLAY, AREQUIPA)",4,limon acido,2,4
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040701,"MOLLENDO (ISLAY, AREQUIPA)",5,membrillero,2,5
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040702,"COCACHACRA (ISLAY, AREQUIPA)",1,trigo,11,15
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040702,"COCACHACRA (ISLAY, AREQUIPA)",2,maiz morado,10,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040702,"COCACHACRA (ISLAY, AREQUIPA)",3,arroz cascara,7,19
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040702,"COCACHACRA (ISLAY, AREQUIPA)",4,alfalfa,6,6
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",040702,"COCACHACRA (ISLAY, AREQUIPA)",5,maiz chala,2,NA
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",180205,"LA CAPILLA (GENERAL SANCHEZ CERRO, MOQUEGUA)",1,alfalfa,83,39
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",180205,"LA CAPILLA (GENERAL SANCHEZ CERRO, MOQUEGUA)",2,guayabo,14,1
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",180205,"LA CAPILLA (GENERAL SANCHEZ CERRO, MOQUEGUA)",3,naranjo,12,9
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",180205,"LA CAPILLA (GENERAL SANCHEZ CERRO, MOQUEGUA)",4,palto,12,9
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",180205,"LA CAPILLA (GENERAL SANCHEZ CERRO, MOQUEGUA)",5,papa blanca,12,7
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",180208,"PUQUINA (GENERAL SANCHEZ CERRO, MOQUEGUA)",1,alfalfa,237,149
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",180208,"PUQUINA (GENERAL SANCHEZ CERRO, MOQUEGUA)",2,maiz amilaceo,33,32
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",180208,"PUQUINA (GENERAL SANCHEZ CERRO, MOQUEGUA)",3,oregano,32,11
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",180208,"PUQUINA (GENERAL SANCHEZ CERRO, MOQUEGUA)",4,palto,25,10
Intervención 2023,50,040124,"UCHUMAYO (AREQUIPA, AREQUIPA)",180208,"PUQUINA (GENERAL SANCHEZ CERRO, MOQUEGUA)",5,papa blanca,22,18
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211201,"SANDIA (SANDIA, PUNO)",1,granadilla,NA,3
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211201,"SANDIA (SANDIA, PUNO)",2,maiz choclo,NA,2
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211201,"SANDIA (SANDIA, PUNO)",3,papa amarilla,NA,1
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211201,"SANDIA (SANDIA, PUNO)",4,papa nativa,NA,2
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211201,"SANDIA (SANDIA, PUNO)",5,platano,NA,1
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211202,"CUYOCUYO (SANDIA, PUNO)",1,papa nativa,NA,1
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211204,"PATAMBUCO (SANDIA, PUNO)",1,avena forrajera,8,3
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211204,"PATAMBUCO (SANDIA, PUNO)",2,papa nativa,4,4
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211204,"PATAMBUCO (SANDIA, PUNO)",3,papa amarga,2,NA
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211204,"PATAMBUCO (SANDIA, PUNO)",4,alfalfa,1,NA
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211204,"PATAMBUCO (SANDIA, PUNO)",5,mashua,1,NA
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211205,"PHARA (SANDIA, PUNO)",1,maiz choclo,NA,3
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211205,"PHARA (SANDIA, PUNO)",2,olluco,NA,2
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211205,"PHARA (SANDIA, PUNO)",3,papa nativa,NA,3
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211206,"QUIACA (SANDIA, PUNO)",1,avena forrajera,NA,1
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211206,"QUIACA (SANDIA, PUNO)",2,oca,NA,1
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211206,"QUIACA (SANDIA, PUNO)",3,papa nativa,NA,4
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",1,naranjo,24,4
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",2,mandarina,21,3
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",3,platano,16,3
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",4,palto,11,1
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",5,cafe pergamino,10,1
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211208,"YANAHUAYA (SANDIA, PUNO)",1,cafe pergamino,16,NA
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211208,"YANAHUAYA (SANDIA, PUNO)",2,platano,12,NA
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211208,"YANAHUAYA (SANDIA, PUNO)",3,mandarina,3,NA
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211208,"YANAHUAYA (SANDIA, PUNO)",4,naranjo,3,NA
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211208,"YANAHUAYA (SANDIA, PUNO)",5,piña,3,NA
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211209,"ALTO INAMBARI (SANDIA, PUNO)",1,platano,57,NA
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211209,"ALTO INAMBARI (SANDIA, PUNO)",2,cafe pergamino,49,NA
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211209,"ALTO INAMBARI (SANDIA, PUNO)",3,mandarina,39,NA
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211209,"ALTO INAMBARI (SANDIA, PUNO)",4,naranjo,25,NA
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211209,"ALTO INAMBARI (SANDIA, PUNO)",5,coca,22,NA
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211210,"SAN PEDRO DE PUTINA PUNCO (SANDIA, PUNO)",1,mandarina,88,11
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211210,"SAN PEDRO DE PUTINA PUNCO (SANDIA, PUNO)",2,platano,85,11
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211210,"SAN PEDRO DE PUTINA PUNCO (SANDIA, PUNO)",3,naranjo,59,10
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211210,"SAN PEDRO DE PUTINA PUNCO (SANDIA, PUNO)",4,cafe pergamino,51,9
Intervención 2023,50,211207,"SAN JUAN DEL ORO (SANDIA, PUNO)",211210,"SAN PEDRO DE PUTINA PUNCO (SANDIA, PUNO)",5,coca,42,28
